YEAR,COUNTRY_CODE,COUNTRY,CATEGORY_CODE,CATEGORY,PARENT,VALUE,UNIT,FOOTNOTES
2014,8,Estonia,GF0701,"Medical products, appliances and equipment",GF07,0.7,Percentage of gross domestic product (GDP),
2014,15,Ireland,GF0701,"Medical products, appliances and equipment",GF07,1.4,Percentage of gross domestic product (GDP),
2014,12,Greece,GF0701,"Medical products, appliances and equipment",GF07,1.3,Percentage of gross domestic product (GDP),
2014,28,Spain,GF0701,"Medical products, appliances and equipment",GF07,1.0,Percentage of gross domestic product (GDP),
2014,10,France,GF0701,"Medical products, appliances and equipment",GF07,1.5,Percentage of gross domestic product (GDP),
2014,4,Croatia,GF0701,"Medical products, appliances and equipment",GF07,1.7,Percentage of gross domestic product (GDP),p
2014,16,Italy,GF0701,"Medical products, appliances and equipment",GF07,0.8,Percentage of gross domestic product (GDP),
2014,5,Cyprus,GF0701,"Medical products, appliances and equipment",GF07,0.6,Percentage of gross domestic product (GDP),
2014,17,Latvia,GF0701,"Medical products, appliances and equipment",GF07,0.5,Percentage of gross domestic product (GDP),
2014,18,Lithuania,GF0701,"Medical products, appliances and equipment",GF07,0.7,Percentage of gross domestic product (GDP),
2014,19,Luxembourg,GF0701,"Medical products, appliances and equipment",GF07,0.0,Percentage of gross domestic product (GDP),
2014,13,Hungary,GF0701,"Medical products, appliances and equipment",GF07,1.0,Percentage of gross domestic product (GDP),
2014,20,Malta,GF0701,"Medical products, appliances and equipment",GF07,0.5,Percentage of gross domestic product (GDP),
2014,21,Netherlands,GF0701,"Medical products, appliances and equipment",GF07,0.9,Percentage of gross domestic product (GDP),
2014,1,Austria,GF0701,"Medical products, appliances and equipment",GF07,1.1,Percentage of gross domestic product (GDP),
2014,23,Poland,GF0701,"Medical products, appliances and equipment",GF07,0.1,Percentage of gross domestic product (GDP),
2014,24,Portugal,GF0701,"Medical products, appliances and equipment",GF07,0.3,Percentage of gross domestic product (GDP),
2014,25,Romania,GF0701,"Medical products, appliances and equipment",GF07,1.3,Percentage of gross domestic product (GDP),
2014,27,Slovenia,GF0701,"Medical products, appliances and equipment",GF07,0.9,Percentage of gross domestic product (GDP),
2014,26,Slovakia,GF0701,"Medical products, appliances and equipment",GF07,1.4,Percentage of gross domestic product (GDP),p
2014,9,Finland,GF0701,"Medical products, appliances and equipment",GF07,0.6,Percentage of gross domestic product (GDP),
2014,29,Sweden,GF0701,"Medical products, appliances and equipment",GF07,0.7,Percentage of gross domestic product (GDP),
2014,31,United Kingdom,GF0701,"Medical products, appliances and equipment",GF07,0.5,Percentage of gross domestic product (GDP),
2014,14,Iceland,GF0701,"Medical products, appliances and equipment",GF07,0.6,Percentage of gross domestic product (GDP),p
2014,22,Norway,GF0701,"Medical products, appliances and equipment",GF07,0.5,Percentage of gross domestic product (GDP),
2014,30,Switzerland,GF0701,"Medical products, appliances and equipment",GF07,:,Percentage of gross domestic product (GDP),
2014,2,Belgium,GF0702,Outpatient services,GF07,2.9,Percentage of gross domestic product (GDP),
2014,3,Bulgaria,GF0702,Outpatient services,GF07,0.6,Percentage of gross domestic product (GDP),
2014,6,Czech Republic,GF0702,Outpatient services,GF07,1.6,Percentage of gross domestic product (GDP),
2014,7,Denmark,GF0702,Outpatient services,GF07,1.2,Percentage of gross domestic product (GDP),
2014,11,Germany,GF0702,Outpatient services,GF07,2.1,Percentage of gross domestic product (GDP),
2014,8,Estonia,GF0702,Outpatient services,GF07,0.4,Percentage of gross domestic product (GDP),
2014,15,Ireland,GF0702,Outpatient services,GF07,2.3,Percentage of gross domestic product (GDP),
2014,12,Greece,GF0702,Outpatient services,GF07,0.5,Percentage of gross domestic product (GDP),
2014,28,Spain,GF0702,Outpatient services,GF07,4.7,Percentage of gross domestic product (GDP),
2014,10,France,GF0702,Outpatient services,GF07,2.8,Percentage of gross domestic product (GDP),
2014,4,Croatia,GF0702,Outpatient services,GF07,0.8,Percentage of gross domestic product (GDP),p
2014,16,Italy,GF0702,Outpatient services,GF07,2.7,Percentage of gross domestic product (GDP),
2014,5,Cyprus,GF0702,Outpatient services,GF07,0.1,Percentage of gross domestic product (GDP),
2014,17,Latvia,GF0702,Outpatient services,GF07,1.0,Percentage of gross domestic product (GDP),
2014,18,Lithuania,GF0702,Outpatient services,GF07,1.4,Percentage of gross domestic product (GDP),
2014,19,Luxembourg,GF0702,Outpatient services,GF07,4.2,Percentage of gross domestic product (GDP),
2014,13,Hungary,GF0702,Outpatient services,GF07,1.5,Percentage of gross domestic product (GDP),
2014,20,Malta,GF0702,Outpatient services,GF07,1.0,Percentage of gross domestic product (GDP),
2014,21,Netherlands,GF0702,Outpatient services,GF07,2.1,Percentage of gross domestic product (GDP),
2014,1,Austria,GF0702,Outpatient services,GF07,1.5,Percentage of gross domestic product (GDP),
2014,23,Poland,GF0702,Outpatient services,GF07,1.5,Percentage of gross domestic product (GDP),
2014,24,Portugal,GF0702,Outpatient services,GF07,1.9,Percentage of gross domestic product (GDP),
2014,25,Romania,GF0702,Outpatient services,GF07,0.1,Percentage of gross domestic product (GDP),
2014,27,Slovenia,GF0702,Outpatient services,GF07,2.2,Percentage of gross domestic product (GDP),
2014,26,Slovakia,GF0702,Outpatient services,GF07,2.2,Percentage of gross domestic product (GDP),p
2014,9,Finland,GF0702,Outpatient services,GF07,3.8,Percentage of gross domestic product (GDP),
2014,29,Sweden,GF0702,Outpatient services,GF07,3.1,Percentage of gross domestic product (GDP),
2014,31,United Kingdom,GF0702,Outpatient services,GF07,0.8,Percentage of gross domestic product (GDP),
2014,14,Iceland,GF0702,Outpatient services,GF07,1.6,Percentage of gross domestic product (GDP),p
2014,22,Norway,GF0702,Outpatient services,GF07,1.8,Percentage of gross domestic product (GDP),
2014,30,Switzerland,GF0702,Outpatient services,GF07,:,Percentage of gross domestic product (GDP),
2014,2,Belgium,GF0703,Hospital services,GF07,4.0,Percentage of gross domestic product (GDP),
2014,3,Bulgaria,GF0703,Hospital services,GF07,3.9,Percentage of gross domestic product (GDP),
2014,6,Czech Republic,GF0703,Hospital services,GF07,3.3,Percentage of gross domestic product (GDP),
2014,7,Denmark,GF0703,Hospital services,GF07,6.1,Percentage of gross domestic product (GDP),
2014,11,Germany,GF0703,Hospital services,GF07,2.8,Percentage of gross domestic product (GDP),
2014,8,Estonia,GF0703,Hospital services,GF07,3.8,Percentage of gross domestic product (GDP),
2014,15,Ireland,GF0703,Hospital services,GF07,2.8,Percentage of gross domestic product (GDP),
2014,12,Greece,GF0703,Hospital services,GF07,2.7,Percentage of gross domestic product (GDP),
2014,28,Spain,GF0703,Hospital services,GF07,0.0,Percentage of gross domestic product (GDP),
2014,10,France,GF0703,Hospital services,GF07,3.6,Percentage of gross domestic product (GDP),
2014,4,Croatia,GF0703,Hospital services,GF07,3.4,Percentage of gross domestic product (GDP),p
2014,16,Italy,GF0703,Hospital services,GF07,3.2,Percentage of gross domestic product (GDP),
2014,5,Cyprus,GF0703,Hospital services,GF07,1.9,Percentage of gross domestic product (GDP),
2014,17,Latvia,GF0703,Hospital services,GF07,2.1,Percentage of gross domestic product (GDP),
2014,18,Lithuania,GF0703,Hospital services,GF07,2.0,Percentage of gross domestic product (GDP),
2014,19,Luxembourg,GF0703,Hospital services,GF07,0.4,Percentage of gross domestic product (GDP),
2014,13,Hungary,GF0703,Hospital services,GF07,2.0,Percentage of gross domestic product (GDP),
2014,20,Malta,GF0703,Hospital services,GF07,3.8,Percentage of gross domestic product (GDP),
2014,21,Netherlands,GF0703,Hospital services,GF07,4.3,Percentage of gross domestic product (GDP),
2014,1,Austria,GF0703,Hospital services,GF07,4.4,Percentage of gross domestic product (GDP),
2014,23,Poland,GF0703,Hospital services,GF07,2.9,Percentage of gross domestic product (GDP),
2014,24,Portugal,GF0703,Hospital services,GF07,3.6,Percentage of gross domestic product (GDP),
2014,25,Romania,GF0703,Hospital services,GF07,2.0,Percentage of gross domestic product (GDP),
2014,27,Slovenia,GF0703,Hospital services,GF07,2.7,Percentage of gross domestic product (GDP),
2014,26,Slovakia,GF0703,Hospital services,GF07,3.1,Percentage of gross domestic product (GDP),p
2014,9,Finland,GF0703,Hospital services,GF07,3.5,Percentage of gross domestic product (GDP),
2014,29,Sweden,GF0703,Hospital services,GF07,2.6,Percentage of gross domestic product (GDP),
2014,31,United Kingdom,GF0703,Hospital services,GF07,5.7,Percentage of gross domestic product (GDP),
2014,14,Iceland,GF0703,Hospital services,GF07,5.1,Percentage of gross domestic product (GDP),p
2014,22,Norway,GF0703,Hospital services,GF07,4.8,Percentage of gross domestic product (GDP),
2014,30,Switzerland,GF0703,Hospital services,GF07,:,Percentage of gross domestic product (GDP),
2014,2,Belgium,GF0704,Public health services,GF07,0.2,Percentage of gross domestic product (GDP),
2014,3,Bulgaria,GF0704,Public health services,GF07,0.1,Percentage of gross domestic product (GDP),
2014,6,Czech Republic,GF0704,Public health services,GF07,1.4,Percentage of gross domestic product (GDP),
2014,7,Denmark,GF0704,Public health services,GF07,0.1,Percentage of gross domestic product (GDP),
2014,11,Germany,GF0704,Public health services,GF07,0.1,Percentage of gross domestic product (GDP),
2014,8,Estonia,GF0704,Public health services,GF07,0.0,Percentage of gross domestic product (GDP),
2014,15,Ireland,GF0704,Public health services,GF07,0.2,Percentage of gross domestic product (GDP),
2014,12,Greece,GF0704,Public health services,GF07,0.0,Percentage of gross domestic product (GDP),
2014,28,Spain,GF0704,Public health services,GF07,0.1,Percentage of gross domestic product (GDP),
2014,10,France,GF0704,Public health services,GF07,0.1,Percentage of gross domestic product (GDP),
2014,4,Croatia,GF0704,Public health services,GF07,0.1,Percentage of gross domestic product (GDP),p
2014,16,Italy,GF0704,Public health services,GF07,0.3,Percentage of gross domestic product (GDP),
2014,5,Cyprus,GF0704,Public health services,GF07,0.0,Percentage of gross domestic product (GDP),
2014,17,Latvia,GF0704,Public health services,GF07,0.0,Percentage of gross domestic product (GDP),
2014,18,Lithuania,GF0704,Public health services,GF07,0.1,Percentage of gross domestic product (GDP),
2014,19,Luxembourg,GF0704,Public health services,GF07,0.0,Percentage of gross domestic product (GDP),
2014,13,Hungary,GF0704,Public health services,GF07,0.1,Percentage of gross domestic product (GDP),
2014,20,Malta,GF0704,Public health services,GF07,0.0,Percentage of gross domestic product (GDP),
2014,21,Netherlands,GF0704,Public health services,GF07,0.2,Percentage of gross domestic product (GDP),
2014,1,Austria,GF0704,Public health services,GF07,0.2,Percentage of gross domestic product (GDP),
2014,23,Poland,GF0704,Public health services,GF07,0.1,Percentage of gross domestic product (GDP),
2014,24,Portugal,GF0704,Public health services,GF07,0.0,Percentage of gross domestic product (GDP),
2014,25,Romania,GF0704,Public health services,GF07,0.1,Percentage of gross domestic product (GDP),
2014,27,Slovenia,GF0704,Public health services,GF07,0.3,Percentage of gross domestic product (GDP),
2014,26,Slovakia,GF0704,Public health services,GF07,0.0,Percentage of gross domestic product (GDP),p
2014,9,Finland,GF0704,Public health services,GF07,0.0,Percentage of gross domestic product (GDP),
2014,29,Sweden,GF0704,Public health services,GF07,0.2,Percentage of gross domestic product (GDP),
2014,31,United Kingdom,GF0704,Public health services,GF07,0.2,Percentage of gross domestic product (GDP),
2014,14,Iceland,GF0704,Public health services,GF07,0.0,Percentage of gross domestic product (GDP),p
2014,22,Norway,GF0704,Public health services,GF07,0.2,Percentage of gross domestic product (GDP),
2014,30,Switzerland,GF0704,Public health services,GF07,:,Percentage of gross domestic product (GDP),
2014,2,Belgium,GF0705,R&D Health,GF07,0.0,Percentage of gross domestic product (GDP),
2014,3,Bulgaria,GF0705,R&D Health,GF07,:,Percentage of gross domestic product (GDP),z
2014,6,Czech Republic,GF0705,R&D Health,GF07,0.1,Percentage of gross domestic product (GDP),
2014,7,Denmark,GF0705,R&D Health,GF07,0.2,Percentage of gross domestic product (GDP),
2014,11,Germany,GF0705,R&D Health,GF07,0.1,Percentage of gross domestic product (GDP),
2014,8,Estonia,GF0705,R&D Health,GF07,0.1,Percentage of gross domestic product (GDP),
2014,15,Ireland,GF0705,R&D Health,GF07,0.0,Percentage of gross domestic product (GDP),
2014,12,Greece,GF0705,R&D Health,GF07,0.0,Percentage of gross domestic product (GDP),
2014,28,Spain,GF0705,R&D Health,GF07,0.3,Percentage of gross domestic product (GDP),
2014,10,France,GF0705,R&D Health,GF07,0.1,Percentage of gross domestic product (GDP),
2014,4,Croatia,GF0705,R&D Health,GF07,0.3,Percentage of gross domestic product (GDP),p
2014,16,Italy,GF0705,R&D Health,GF07,0.1,Percentage of gross domestic product (GDP),
2014,5,Cyprus,GF0705,R&D Health,GF07,0.0,Percentage of gross domestic product (GDP),
2014,17,Latvia,GF0705,R&D Health,GF07,0.0,Percentage of gross domestic product (GDP),
2014,18,Lithuania,GF0705,R&D Health,GF07,0.0,Percentage of gross domestic product (GDP),
2014,19,Luxembourg,GF0705,R&D Health,GF07,0.1,Percentage of gross domestic product (GDP),
2014,13,Hungary,GF0705,R&D Health,GF07,0.0,Percentage of gross domestic product (GDP),
2014,20,Malta,GF0705,R&D Health,GF07,0.0,Percentage of gross domestic product (GDP),
2014,21,Netherlands,GF0705,R&D Health,GF07,0.3,Percentage of gross domestic product (GDP),
2014,1,Austria,GF0705,R&D Health,GF07,0.5,Percentage of gross domestic product (GDP),
2014,23,Poland,GF0705,R&D Health,GF07,0.1,Percentage of gross domestic product (GDP),
2014,24,Portugal,GF0705,R&D Health,GF07,0.1,Percentage of gross domestic product (GDP),
2014,25,Romania,GF0705,R&D Health,GF07,0.0,Percentage of gross domestic product (GDP),
2014,27,Slovenia,GF0705,R&D Health,GF07,0.1,Percentage of gross domestic product (GDP),
2014,26,Slovakia,GF0705,R&D Health,GF07,0.0,Percentage of gross domestic product (GDP),p
2014,9,Finland,GF0705,R&D Health,GF07,0.1,Percentage of gross domestic product (GDP),
2014,29,Sweden,GF0705,R&D Health,GF07,0.2,Percentage of gross domestic product (GDP),
2014,31,United Kingdom,GF0705,R&D Health,GF07,0.1,Percentage of gross domestic product (GDP),
2014,14,Iceland,GF0705,R&D Health,GF07,0.0,Percentage of gross domestic product (GDP),p
2014,22,Norway,GF0705,R&D Health,GF07,0.4,Percentage of gross domestic product (GDP),
2014,30,Switzerland,GF0705,R&D Health,GF07,:,Percentage of gross domestic product (GDP),
2014,2,Belgium,GF0706,Health n.e.c.,GF07,0.2,Percentage of gross domestic product (GDP),
2014,3,Bulgaria,GF0706,Health n.e.c.,GF07,0.2,Percentage of gross domestic product (GDP),
2014,6,Czech Republic,GF0706,Health n.e.c.,GF07,0.2,Percentage of gross domestic product (GDP),
2014,7,Denmark,GF0706,Health n.e.c.,GF07,0.4,Percentage of gross domestic product (GDP),
2014,11,Germany,GF0706,Health n.e.c.,GF07,0.6,Percentage of gross domestic product (GDP),
2014,8,Estonia,GF0706,Health n.e.c.,GF07,0.1,Percentage of gross domestic product (GDP),
2014,15,Ireland,GF0706,Health n.e.c.,GF07,0.8,Percentage of gross domestic product (GDP),
2014,12,Greece,GF0706,Health n.e.c.,GF07,0.1,Percentage of gross domestic product (GDP),
2014,28,Spain,GF0706,Health n.e.c.,GF07,0.0,Percentage of gross domestic product (GDP),
2014,10,France,GF0706,Health n.e.c.,GF07,0.1,Percentage of gross domestic product (GDP),
2014,4,Croatia,GF0706,Health n.e.c.,GF07,0.4,Percentage of gross domestic product (GDP),p
2014,16,Italy,GF0706,Health n.e.c.,GF07,0.1,Percentage of gross domestic product (GDP),
2014,5,Cyprus,GF0706,Health n.e.c.,GF07,0.0,Percentage of gross domestic product (GDP),
2014,17,Latvia,GF0706,Health n.e.c.,GF07,0.1,Percentage of gross domestic product (GDP),
2014,18,Lithuania,GF0706,Health n.e.c.,GF07,1.3,Percentage of gross domestic product (GDP),
2014,19,Luxembourg,GF0706,Health n.e.c.,GF07,0.1,Percentage of gross domestic product (GDP),
2014,13,Hungary,GF0706,Health n.e.c.,GF07,0.3,Percentage of gross domestic product (GDP),
2014,20,Malta,GF0706,Health n.e.c.,GF07,0.4,Percentage of gross domestic product (GDP),
2014,21,Netherlands,GF0706,Health n.e.c.,GF07,0.3,Percentage of gross domestic product (GDP),
2014,1,Austria,GF0706,Health n.e.c.,GF07,0.3,Percentage of gross domestic product (GDP),
2014,23,Poland,GF0706,Health n.e.c.,GF07,0.1,Percentage of gross domestic product (GDP),
2014,24,Portugal,GF0706,Health n.e.c.,GF07,0.3,Percentage of gross domestic product (GDP),
2014,25,Romania,GF0706,Health n.e.c.,GF07,0.6,Percentage of gross domestic product (GDP),
2014,27,Slovenia,GF0706,Health n.e.c.,GF07,0.3,Percentage of gross domestic product (GDP),
2014,26,Slovakia,GF0706,Health n.e.c.,GF07,0.3,Percentage of gross domestic product (GDP),p
2014,9,Finland,GF0706,Health n.e.c.,GF07,0.2,Percentage of gross domestic product (GDP),
2014,29,Sweden,GF0706,Health n.e.c.,GF07,0.2,Percentage of gross domestic product (GDP),
2014,31,United Kingdom,GF0706,Health n.e.c.,GF07,0.3,Percentage of gross domestic product (GDP),
2014,14,Iceland,GF0706,Health n.e.c.,GF07,0.2,Percentage of gross domestic product (GDP),p
2014,22,Norway,GF0706,Health n.e.c.,GF07,0.2,Percentage of gross domestic product (GDP),
2014,30,Switzerland,GF0706,Health n.e.c.,GF07,:,Percentage of gross domestic product (GDP),
2014,2,Belgium,GF08,"Recreation, culture and religion",,1.3,Percentage of gross domestic product (GDP),
2014,3,Bulgaria,GF08,"Recreation, culture and religion",,1.5,Percentage of gross domestic product (GDP),
2014,6,Czech Republic,GF08,"Recreation, culture and religion",,1.4,Percentage of gross domestic product (GDP),
2014,7,Denmark,GF08,"Recreation, culture and religion",,1.8,Percentage of gross domestic product (GDP),
2014,11,Germany,GF08,"Recreation, culture and religion",,1.0,Percentage of gross domestic product (GDP),
2014,8,Estonia,GF08,"Recreation, culture and religion",,2.0,Percentage of gross domestic product (GDP),
2014,15,Ireland,GF08,"Recreation, culture and religion",,0.8,Percentage of gross domestic product (GDP),
2014,12,Greece,GF08,"Recreation, culture and religion",,0.7,Percentage of gross domestic product (GDP),
2014,28,Spain,GF08,"Recreation, culture and religion",,1.2,Percentage of gross domestic product (GDP),
2014,10,France,GF08,"Recreation, culture and religion",,1.4,Percentage of gross domestic product (GDP),
2014,4,Croatia,GF08,"Recreation, culture and religion",,1.3,Percentage of gross domestic product (GDP),p
2014,16,Italy,GF08,"Recreation, culture and religion",,0.7,Percentage of gross domestic product (GDP),
2014,5,Cyprus,GF08,"Recreation, culture and religion",,0.9,Percentage of gross domestic product (GDP),
2014,17,Latvia,GF08,"Recreation, culture and religion",,1.7,Percentage of gross domestic product (GDP),
2014,18,Lithuania,GF08,"Recreation, culture and religion",,0.9,Percentage of gross domestic product (GDP),
2014,19,Luxembourg,GF08,"Recreation, culture and religion",,1.2,Percentage of gross domestic product (GDP),
2014,13,Hungary,GF08,"Recreation, culture and religion",,2.0,Percentage of gross domestic product (GDP),
2014,20,Malta,GF08,"Recreation, culture and religion",,1.0,Percentage of gross domestic product (GDP),
2014,21,Netherlands,GF08,"Recreation, culture and religion",,1.5,Percentage of gross domestic product (GDP),
2014,1,Austria,GF08,"Recreation, culture and religion",,1.2,Percentage of gross domestic product (GDP),
2014,23,Poland,GF08,"Recreation, culture and religion",,1.2,Percentage of gross domestic product (GDP),
2014,24,Portugal,GF08,"Recreation, culture and religion",,0.7,Percentage of gross domestic product (GDP),
2014,25,Romania,GF08,"Recreation, culture and religion",,1.1,Percentage of gross domestic product (GDP),
2014,27,Slovenia,GF08,"Recreation, culture and religion",,1.7,Percentage of gross domestic product (GDP),
2014,26,Slovakia,GF08,"Recreation, culture and religion",,0.9,Percentage of gross domestic product (GDP),
2014,9,Finland,GF08,"Recreation, culture and religion",,1.5,Percentage of gross domestic product (GDP),
2014,29,Sweden,GF08,"Recreation, culture and religion",,1.1,Percentage of gross domestic product (GDP),
2014,31,United Kingdom,GF08,"Recreation, culture and religion",,0.7,Percentage of gross domestic product (GDP),
2014,14,Iceland,GF08,"Recreation, culture and religion",,3.1,Percentage of gross domestic product (GDP),p
2014,22,Norway,GF08,"Recreation, culture and religion",,1.4,Percentage of gross domestic product (GDP),
2014,30,Switzerland,GF08,"Recreation, culture and religion",,0.8,Percentage of gross domestic product (GDP),p
2014,2,Belgium,GF0801,Recreational and sporting services,GF08,0.4,Percentage of gross domestic product (GDP),
2014,3,Bulgaria,GF0801,Recreational and sporting services,GF08,0.6,Percentage of gross domestic product (GDP),
2014,6,Czech Republic,GF0801,Recreational and sporting services,GF08,0.4,Percentage of gross domestic product (GDP),
2014,7,Denmark,GF0801,Recreational and sporting services,GF08,0.4,Percentage of gross domestic product (GDP),
2014,11,Germany,GF0801,Recreational and sporting services,GF08,0.3,Percentage of gross domestic product (GDP),
2014,8,Estonia,GF0801,Recreational and sporting services,GF08,0.4,Percentage of gross domestic product (GDP),
2014,15,Ireland,GF0801,Recreational and sporting services,GF08,0.1,Percentage of gross domestic product (GDP),
2014,12,Greece,GF0801,Recreational and sporting services,GF08,0.3,Percentage of gross domestic product (GDP),
2014,28,Spain,GF0801,Recreational and sporting services,GF08,0.4,Percentage of gross domestic product (GDP),
2014,10,France,GF0801,Recreational and sporting services,GF08,0.6,Percentage of gross domestic product (GDP),
2014,4,Croatia,GF0801,Recreational and sporting services,GF08,0.1,Percentage of gross domestic product (GDP),p
2014,16,Italy,GF0801,Recreational and sporting services,GF08,0.3,Percentage of gross domestic product (GDP),
2014,5,Cyprus,GF0801,Recreational and sporting services,GF08,0.3,Percentage of gross domestic product (GDP),
2014,17,Latvia,GF0801,Recreational and sporting services,GF08,0.3,Percentage of gross domestic product (GDP),
2014,18,Lithuania,GF0801,Recreational and sporting services,GF08,0.2,Percentage of gross domestic product (GDP),
2014,19,Luxembourg,GF0801,Recreational and sporting services,GF08,0.5,Percentage of gross domestic product (GDP),
2014,13,Hungary,GF0801,Recreational and sporting services,GF08,0.5,Percentage of gross domestic product (GDP),
2014,20,Malta,GF0801,Recreational and sporting services,GF08,0.1,Percentage of gross domestic product (GDP),
2014,21,Netherlands,GF0801,Recreational and sporting services,GF08,0.5,Percentage of gross domestic product (GDP),
2014,1,Austria,GF0801,Recreational and sporting services,GF08,0.3,Percentage of gross domestic product (GDP),
2014,23,Poland,GF0801,Recreational and sporting services,GF08,0.4,Percentage of gross domestic product (GDP),
2014,24,Portugal,GF0801,Recreational and sporting services,GF08,0.3,Percentage of gross domestic product (GDP),
2014,25,Romania,GF0801,Recreational and sporting services,GF08,0.3,Percentage of gross domestic product (GDP),
2014,27,Slovenia,GF0801,Recreational and sporting services,GF08,0.3,Percentage of gross domestic product (GDP),
2014,26,Slovakia,GF0801,Recreational and sporting services,GF08,0.2,Percentage of gross domestic product (GDP),p
2014,9,Finland,GF0801,Recreational and sporting services,GF08,0.5,Percentage of gross domestic product (GDP),
2014,29,Sweden,GF0801,Recreational and sporting services,GF08,0.6,Percentage of gross domestic product (GDP),
2014,31,United Kingdom,GF0801,Recreational and sporting services,GF08,0.2,Percentage of gross domestic product (GDP),
2014,14,Iceland,GF0801,Recreational and sporting services,GF08,1.5,Percentage of gross domestic product (GDP),p
2014,22,Norway,GF0801,Recreational and sporting services,GF08,0.3,Percentage of gross domestic product (GDP),
2014,30,Switzerland,GF0801,Recreational and sporting services,GF08,:,Percentage of gross domestic product (GDP),
2014,2,Belgium,GF0802,Cultural services,GF08,0.5,Percentage of gross domestic product (GDP),
2014,3,Bulgaria,GF0802,Cultural services,GF08,0.6,Percentage of gross domestic product (GDP),
2014,6,Czech Republic,GF0802,Cultural services,GF08,0.6,Percentage of gross domestic product (GDP),
2014,7,Denmark,GF0802,Cultural services,GF08,0.7,Percentage of gross domestic product (GDP),
2014,11,Germany,GF0802,Cultural services,GF08,0.4,Percentage of gross domestic product (GDP),
2014,8,Estonia,GF0802,Cultural services,GF08,1.1,Percentage of gross domestic product (GDP),
2014,15,Ireland,GF0802,Cultural services,GF08,0.3,Percentage of gross domestic product (GDP),
2014,12,Greece,GF0802,Cultural services,GF08,0.1,Percentage of gross domestic product (GDP),
2014,28,Spain,GF0802,Cultural services,GF08,0.5,Percentage of gross domestic product (GDP),
2014,10,France,GF0802,Cultural services,GF08,0.8,Percentage of gross domestic product (GDP),
2014,4,Croatia,GF0802,Cultural services,GF08,0.6,Percentage of gross domestic product (GDP),p
2014,16,Italy,GF0802,Cultural services,GF08,0.3,Percentage of gross domestic product (GDP),
2014,5,Cyprus,GF0802,Cultural services,GF08,0.2,Percentage of gross domestic product (GDP),
2014,17,Latvia,GF0802,Cultural services,GF08,1.2,Percentage of gross domestic product (GDP),
2014,18,Lithuania,GF0802,Cultural services,GF08,0.6,Percentage of gross domestic product (GDP),
2014,19,Luxembourg,GF0802,Cultural services,GF08,0.5,Percentage of gross domestic product (GDP),
2014,13,Hungary,GF0802,Cultural services,GF08,0.8,Percentage of gross domestic product (GDP),
2014,20,Malta,GF0802,Cultural services,GF08,0.8,Percentage of gross domestic product (GDP),
2014,21,Netherlands,GF0802,Cultural services,GF08,0.5,Percentage of gross domestic product (GDP),
2014,1,Austria,GF0802,Cultural services,GF08,0.6,Percentage of gross domestic product (GDP),
2014,23,Poland,GF0802,Cultural services,GF08,0.7,Percentage of gross domestic product (GDP),
2014,24,Portugal,GF0802,Cultural services,GF08,0.2,Percentage of gross domestic product (GDP),
2014,25,Romania,GF0802,Cultural services,GF08,0.4,Percentage of gross domestic product (GDP),
2014,27,Slovenia,GF0802,Cultural services,GF08,0.8,Percentage of gross domestic product (GDP),
2014,26,Slovakia,GF0802,Cultural services,GF08,0.5,Percentage of gross domestic product (GDP),p
2014,9,Finland,GF0802,Cultural services,GF08,0.5,Percentage of gross domestic product (GDP),
2014,29,Sweden,GF0802,Cultural services,GF08,0.5,Percentage of gross domestic product (GDP),
2014,31,United Kingdom,GF0802,Cultural services,GF08,0.3,Percentage of gross domestic product (GDP),
2014,14,Iceland,GF0802,Cultural services,GF08,1.1,Percentage of gross domestic product (GDP),p
2014,22,Norway,GF0802,Cultural services,GF08,0.6,Percentage of gross domestic product (GDP),
2014,30,Switzerland,GF0802,Cultural services,GF08,:,Percentage of gross domestic product (GDP),
2014,2,Belgium,GF0803,Broadcasting and publishing services,GF08,0.2,Percentage of gross domestic product (GDP),
2014,3,Bulgaria,GF0803,Broadcasting and publishing services,GF08,0.2,Percentage of gross domestic product (GDP),
2014,6,Czech Republic,GF0803,Broadcasting and publishing services,GF08,0.2,Percentage of gross domestic product (GDP),
2014,7,Denmark,GF0803,Broadcasting and publishing services,GF08,0.2,Percentage of gross domestic product (GDP),
2014,11,Germany,GF0803,Broadcasting and publishing services,GF08,0.3,Percentage of gross domestic product (GDP),
2014,8,Estonia,GF0803,Broadcasting and publishing services,GF08,0.2,Percentage of gross domestic product (GDP),
2014,15,Ireland,GF0803,Broadcasting and publishing services,GF08,0.3,Percentage of gross domestic product (GDP),
2014,12,Greece,GF0803,Broadcasting and publishing services,GF08,0.0,Percentage of gross domestic product (GDP),
2014,28,Spain,GF0803,Broadcasting and publishing services,GF08,0.2,Percentage of gross domestic product (GDP),
2014,10,France,GF0803,Broadcasting and publishing services,GF08,0.0,Percentage of gross domestic product (GDP),
2014,4,Croatia,GF0803,Broadcasting and publishing services,GF08,0.3,Percentage of gross domestic product (GDP),p
2014,16,Italy,GF0803,Broadcasting and publishing services,GF08,0.0,Percentage of gross domestic product (GDP),
2014,5,Cyprus,GF0803,Broadcasting and publishing services,GF08,0.2,Percentage of gross domestic product (GDP),
2014,17,Latvia,GF0803,Broadcasting and publishing services,GF08,0.1,Percentage of gross domestic product (GDP),
2014,18,Lithuania,GF0803,Broadcasting and publishing services,GF08,0.1,Percentage of gross domestic product (GDP),
